,id,cxsmiles
198,198,"CCOC(CN)OCC |$;;;;;;;;D7$,Sg:n:4:l:ht|"
199,199,"CC1(C(CCO1)C(=O)O)C |$;;;;;;E3;;;$,Sg:n:0:o:ht|"
200,200,"C[C@H](CO)[C@@H](C1=CC=CO1)NC |$;;;;;;;;;;;$,Sg:n:5:U:ht|"
201,201,"CCC1COC(CN1C(=O)[C@H](C)N)C |$;;;;;;;;;;;;;$,Sg:n:13:B:ht|"
202,202,"C1CCO[C@H](C1)CCN |$;;;Y0;;;;;$,Sg:n:0:x:ht,Sg:n:8:s:ht|"
203,203,"C1COC(C1CO)C2=C(C=CC=C2Cl)F.CC |$;;;;;;;;;;;;;K5;;;V$,m:15:8.9.10.11.12.7|"
204,204,"CC(=O)OC=C |$;;;G4;;$,Sg:n:1:A:ht|"
205,205,CC1=CC(=CC=C1)C(OC)(OC)OC |$;;;;;;;;;;Z;M5;;$|
206,206,"COC(=O)C1(C=CNC(=C1)Cl)Cl |$;;;;;;;E;;;;J$,Sg:n:2:p:ht|"
207,207,"CCOC1=CC=CC(=C1OC(C)C)C.CC |$;;;;;;;;;;;;;;;R$,m:14:3.8.7.6.5.4|"
208,208,CC(C)(C)OC |$;;;;;Z$|
209,209,"COC1=C(C(=C2C(=C1)OCO2)Br)C=O.CC |$;;;;;;G;U7;;;;;B;E6;;Q$,m:14:8.6.5.10.9|"
210,210,"C1C(C2C(O1)C(=CO2)O)O.CC=NN(C)N=CC |$;;B;;;;T2;;;;;;;;;;;$,m:10:5.3.2.7.6,Sg:n:3:S:ht|"
211,211,C1(N(C(=O)O1)N)O |$;;;;D5;;$|
212,212,"CC1=C2C(=C(C=C1)OC)N(CCS2)C.CC(O)N(C)C |$;;;;;;;;;;;V2;;L2;;;;;;$,m:14:1.6.5.4.3.2|"
213,213,"C[C@@H]1COC(=O)[C@@]1(C)O.CC |$;;;;;;;;K0;;R5$,m:9:1.2.3.4.6|"
214,214,"CCC1C(C(=O)OC1(C)C)O |$;;;;;;;;;;$,Sg:n:6:g:ht|"
215,215,"CC(C=C)OC1CCCCC1.CN(C)NC=O |$;;;;;;;;;;;;;;;;$,m:11:5.10.9.8.7.6|"
216,216,"C[C@@]1([C@@H]([C@H]([C@@H]([C@H](O1)C(=O)O)O)O)O)O.CC |$;;;;;;;;L;;;;;;;R33$,m:14:1.6.5.4.3.2|"
217,217,"C[C@H]1[C@@H]2C=CCC[C@H]2C(=O)O1.CC.COC(=O)N(C)S |$;;;;;;;;;;;;J;;;;;;;$,m:11:1.2.7.8.10,m:13:3.4.5.6.7.2|"
218,218,"CC12C[C@@H]1CCCO2.CSC(C)O |$;;;;;V7;;;;;;;$,m:8:4.5.6.7.1.3|"
219,219,"CO[C@H]1C2(CCCCC2)OO1 |$;;;;;E8;;;;;$,Sg:n:10:f:ht|"
220,220,"CCC(=C)OC(=O)C(=O)O |$;;;;;;;;;$,Sg:n:8:M:ht,Sg:n:8:s:ht|"
221,221,"C1=CC2=C(O2)C(=C1O)C(Br)Br.CC |$;;;;;;T1;;;;;;R1$,m:11:4.3.2|"
222,222,CC(CC(O)OC)O |$;L1;;;;;;$|
223,223,"CC1=C(OC(=N1)C)C(=O)N2CC2.CC.CC=NN(C)C(=NC)NC |$;;X7;A1;;;;;;;;;;U;;;;;;;;;;$,m:12:1.2.3.4.5,m:14:10.9.11|"
224,224,"C1CC12COCCN2C(N)N.CC(=NS(C)(=O)=O)N(C)C.CC |$;;;;;;;;;;;;;;;;;;;;;;R7$,m:11:0.1.2,m:21:3.4.5.6.7.2,Sg:n:1:k:ht,Sg:n:4:x:ht|"
225,225,"COC(=O)C(C1=CC=CC=C1)P.CC(=N)C=S |$V5;;;;;;;;;;;;;;;;$,m:12:5.10.9.8.7.6|"
226,226,"C1=C[C@@]2([C@H]1[C@H](OC2=O)CO)F.CN=C(NC)SC |$;;;;;;;;;M;;;;;;;;$,m:11:4.3.2.6.5|"
227,227,CC(CCl)(C(OC)Cl)Cl |$;V3;;;D;G7;;;$|
228,228,"CN1C=CC=C1C(O)OC.COC=NOC |$;K;L;;Q;;;;;;;;;;;$,m:10:1.2.3.4.5|"
229,229,"CC1CC(=C(C=C1C)Cl)OC.CSN=C(C)N(C)C |$;;;;K3;;;;;;;;;;;;;;$,m:11:1.6.5.4.3.2|"
230,230,CC1(N(C(=O)C2=CC=CC=C2O1)[CH2-])C |$;;;;;U;;;;;;K5;;$|
231,231,"CC(=O)C[C@]12[C@@H](CCCO1)CC2C(=O)O.CC=NC(C)=NOC.CN=C(NC)NN(C)C |$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;$,m:15:6.7.8.9.4.5,m:23:10.11.4.5|"
232,232,"CCCC1CN1C(=O)OCC |$;;;;;;;;;;$,Sg:n:1,2:c:ht|"
233,233,"CC(=C)C1=C(OC=C1)C=O.C=NOC(C)=NC |$;Y;;;;M;;;;;;;;;;;$,m:10:3.4.5.6.7|"
234,234,"COC1=C(C(=C(C=C1)Cl)CO)F.CC |$;;;;;;;T3;;;;;;R0$,m:12:2.7.6.5.4.3,Sg:n:9:s:ht|"
235,235,C[C@H]1[C@@H](S1)C(=O)OC |$;;;;W4;;;$|
236,236,"CCOC(=O)[C@@]1(C[C@H]1C=C)C |$;;;;;;;;;;$,Sg:n:5:F:ht|"
237,237,"C1COC[C@@H]([C@@H]1O)C#N.CC |$;;;;;;;;G;;T$,m:9:0.5.4.3.2.1|"
238,238,"CNCC1=NC=C2N1CCO2.CC.CC |$;;;;;;;;;;;;R;;R$,m:11:3.4.5.6.7,m:13:8.7.6.10.9|"
239,239,"CC1=CC(=C(C(=C1C(=O)O)O)OC)F.CC |$;;;;;;;;;;J;D4;;;;R17$,m:14:1.6.5.4.3.2|"
240,240,"CC1=CC=NN1C2CCOCC2.CC(=S)C(C)S |$U;;U9;;;;;;;;;;;;;;;$,m:12:7.8.9.10.11.6|"
241,241,"C1CC(OC1)/C(=N\O)/N.CSC(C)O |$;T;;;;;;L;;;;;;$,m:9:0.1.2.3.4,Sg:n:3:a:ht|"
242,242,COC(C=O)C1=CN=CN=C1 |$;W5;;;;;;;;;$|
243,243,CCOC1=CC=CC=[N+]1[O-] |$;;;;Y;;;;;A$|
244,244,"CC1=C2C(=CC=C1)C(=O)OC2=O.CC=NOS(C)(=O)=O |$;;;L8;;;;;;;;;;;;;;;;$,m:12:7.3.2.10.9|"
245,245,CC[C@](CS)(C(=O)OC)N |$Z;;;;;;L;X;;$|
246,246,"C[C@@H]1COC(=O)[C@@H]1N.CN=S(C)N |$;;;;;;;;;;;;$,m:8:1.2.3.4.6|"
247,247,"CC1=C(SC=N1)CN2CCC2C(=O)OC.CC |$;;;;;;;;;;;;;;;;R3$,m:15:8.9.10.7|"
248,248,"COC(=O)[C@H]1CCCCO1.CC |$;;;;;;;;;;;Q$,m:10:4.9.8.7.6.5,Sg:n:5:P:ht|"
249,249,"CCC1(COC1)CNC(=O)[O-] |$;;;V;;;J;;;;$,Sg:n:1:z:ht|"
250,250,CC1=C(C(=C(C=C1)SC)C(C)(C)N)OC |$B7;;;;V3;;;;;;;;M3;;$|
251,251,"CC1(OC[C@H](O1)[C@@H](N)O)C.CC |$W;;;;;;;;;;;R$,m:10:1.2.3.4.5|"
252,252,C1=C(N=C(C2=C1C(=CO2)Br)Cl)C=O |$;;;;;;;;;;D;;$|
253,253,"C1=CN=C2C=C(OC2=C1C#N)Cl.CSC(C)S.CC(=N)N(C)N |$;;;;;K;;;;J8;;;;;;;;;;;;;$,m:12:0.8.7.3.2.1,m:17:4.3.7.6.5|"
254,254,CCOC(=O)C(C)N1C=CC=N1 |$;;;;;;;;;T6;;$|
255,255,CN(CC1CCOCC1)C(=NO)N |$L8;;;;;;;;;;;;$|
256,256,"CC(=C(Cl)Cl)COC(Cl)Cl |$;;;;;;;;;U9$,Sg:n:5:H:ht|"
257,257,"C[C@H]1[C@@H]2C1[C@@H](OC2)O.CC |$;;;;;;;J4;;R21$,m:8:1.2.3,Sg:n:0:m:ht,Sg:n:2:K:ht|"
258,258,"CCC(C)C(CC)COC |$;;;;;;X;;;$,Sg:n:4:e:ht|"
259,259,"CCC1=C(NC(=O)OC1O)SC.CNC(=O)NOC |$;;;;;;;;;;B7;;;;;;;;$,m:12:2.8.7.5.4.3|"
260,260,C1CCC(CC1)[C@]2(CCC(=O)O2)CBr |$;;;;V;;;;;;B;;;$|
261,261,"CC(=O)OC12CCC(C1)CC(=O)N2.CC |$;;V;;;;;;;;A;;;;R09$,m:13:5.4.8.7.6,Sg:n:2:Y:ht|"
262,262,COC(=C)/C=C\C=C |$;A;;;;;A5;$|
263,263,"COC1=CC=CC(=C1Cl)N=O.CC |$;;;;;;;;;;;;V2$,m:11:2.7.6.5.4.3|"
264,264,"C[C@H]1[C@H]2C=C[C@@]([C@@H]1C(=O)C)(C(=O)O2)O.CSC(C)(C)O |$;;;;;;;J0;;;;M9;;;;;;;;$,m:14:1.6.5.10.12.2,Sg:n:11:g:ht|"
265,265,"C1COC(CN1)C2=NSN=C2Cl.CC |$;;;;;;;;;;Z;;;Y58$,m:12:7.6.10.9.8|"
266,266,"CC(CCOC)C(CN)F |$;;;;;;;;;$,Sg:n:9:s:ht,Sg:n:2,3:E:ht|"
267,267,"C1COC2(O1)C[C@@H](C=CC(=O)C2)O.CN=S.CC |$Q4;;;;;;;;;;;;;;;;;R$,m:13:0.1.2.3.4,m:16:5.3.11.9.8.7.6,Sg:n:0:S:ht|"
268,268,"CCN(C1COC1C)N=O.CC |$U;;;;;;W4;;;;;R$,m:10:3.6.5.4,Sg:n:5:K:ht|"
269,269,"C1COCCO1.CNC(C)(C)NC |$;;;;;;;;;;;;$,m:6:0.5.4.3.2.1|"
270,270,COC(=O)C1[C@@H](CCN1)O |$;;;X;;;;;;$|
271,271,"CCNC(C1=CC=CC=C1C2CC2)C(=O)OC |$;B2;;;;;;;;;G1;;;;;;$,Sg:n:9:A:ht,Sg:n:4:o:ht|"
272,272,CC1COC(=O)O1 |$;;;;;;T9$|
273,273,"CC1=NC(=C(O1)C(=O)N)C(C)C.CC |$;;U;U4;;;;;;;;;;R7$,m:12:1.2.3.4.5|"
274,274,"COC1=C(C=C(C=N1)Br)S(=O)(=O)O.CC=NOS(C)(=O)=O |$;;;;;;;;;;;;;;;;;;;;$,m:13:2.7.6.5.4.3|"
275,275,"CC1=C(C(=C(C=C1)O)C=O)OC.CC |$;;;;;;;;;;;;;T4$,m:12:1.6.5.4.3.2|"
276,276,"C1C2COC(=O)NC2(CN1)N=[N+]=[N-].CN=C(NC)NS(C)(=O)=O.CC |$;;;;;;;;;;;;;;;;;;;;;;;;A5$,m:13:0.1.7.8.9,m:23:2.3.4.6.7.1,Sg:n:11:M:ht|"
277,277,"CCOC(=O)C(C)C(=O)C1CCCCC1.CC |$;;;;;;;;;;;;;;;;T$,m:15:9.14.13.12.11.10|"
278,278,"CC1(C2CC3C1OC(=O)C3C2C#N)C.CC |$;;;;;;;;;;;;;;;R71$,m:14:3.2.10.9.4|"
279,279,"COC1=NC=CC(=C1CC(=O)OC)F.CNNC(=S)N(C)C |$;;A;;;;;;;;;;;;;;;;;;;$,m:14:2.7.6.5.4.3,Sg:n:9:r:ht,Sg:n:2:C:ht|"
280,280,"COC1C(=CNC(=N1)N)O.CC |$;;;;;;;;;V;;G58$,m:10:2.7.6.5.4.3|"
281,281,"CC(C)C1COC(=O)NC1=O.CSC(C)(C)O |$;;A;;;;;;;;;;;;;;$,m:11:3.9.8.6.5.4|"
282,282,"CC(CO)N(C)C(=O)C1CC2CCC1O2.CC#[N+][O-].CC |$;;;;;;;G;;;;;;;;;;;;;X4$,m:15:8.9.10.14.13,m:19:11.10.14.13.12|"
283,283,"CC1(COC2(N1C(=O)[O-])CCCCC2)C.CC |$;;;;;;G;;;;X;;;;;;Z1$,m:15:9.10.11.12.13.4|"
284,284,"COC1=C(C=CC(=C1Cl)O)C=O.CC |$;;K3;L;;U;;;;;;;;R49$,m:12:2.7.6.5.4.3|"
285,285,"CCOC(=O)C1=C(SN=N1)NC=O.C[N+](C)(C)C |$;;;;;;;;;;;;;;;;;$,m:13:5.6.7.8.9,Sg:n:12:O:ht|"
286,286,"CC1C(OC(CC1O)CO)C.CC |$;;;;;;;;;Y5;;;L$,m:11:1.6.5.4.3.2|"
287,287,"C1C[C@@H]2[C@H](C2(Cl)Cl)C3(C1)OCCO3.CC.CN=C(NC)N(C)S(C)(=O)=O.CC |$;;;;;;;;;;;;;;T;;;;;;;;;;;;;R$,m:13:0.8.7.3.2.1,m:15:4.3.2,m:26:9.7.12.11.10|"
288,288,"C1COC2CC1O2.CON(C)SC |$;;K;X;;;;;;;;;$,m:7:4.5.6.3,Sg:n:2:V:ht,Sg:n:0:q:ht|"
289,289,"CC(=O)[C@@H]([C@@H]1COCCC1=O)O |$;;;;J0;U;;;;;;$,Sg:n:10:U:ht|"
290,290,"C1CCC(C1)C2(CO2)C3CC3.CC.CN=C(NC)N(C)O |$;;;;;;D4;;X;;;;K;;;;;;;;$,m:11:0.1.2.3.4,m:13:9.8.10,Sg:n:8:F:ht|"
291,291,"C1CC2(CC(CC1O2)C(=O)O)CO.CC.CC(C)(O)O |$;;L;;J;;;;;;;;;;R59;;;;;$,m:13:0.1.2.7.6,m:15:3.4.5.6.7.2|"
292,292,CC1(C=C(C(=O)C(O1)(C)C)O)C |$;;;;;Z;;;;;;$|
293,293,"CC1(C=CC2C1CC(=O)O2)C=O.CN=C(N)NN=C(C)C.COP |$W;;T0;;;;;;;;;;;;;;;;;;;;;$,m:12:1.2.3.4.5,m:21:6.5.4.9.7|"
294,294,COC1=C(C(=CC=C1)OC)[SeH] |$;;;G;;;;;;;$|
295,295,"CC(/C=C(/C(=O)OC)\NC)N |$J;;;;;;Y;W2;;;$,Sg:n:6:C:ht|"
296,296,"C1CC[C@H]2[C@H](C1)OC/C=C\CO2.CC |$U8;;;;;;;;;L0;;;;R8$,m:12:6.7.8.9.10.11.3.4,Sg:n:7:C:ht|"
297,297,CC(=O)N1CCOC2=C1C=C(C=C2)Cl |$;;M0;;;;;X9;;;;;;$|
298,298,"CC1C2CC3C(C1(C2)O3)C.CC.CNP(C)(=S)NC.CC.CC.CN[N+](=O)[O-] |$T4;;;;;;;;;;;A;;;;;;;;;A;;R;;;;;$,m:10:5.6.8.4,m:12:3.4.5.6.1.2,m:19:3.4.8.6.1.2,m:21:7.2.3.4.5.6,m:23:8.4.3.2.7.6|"
299,299,"CCCC(C=O)N(C)C(=O)OC |$;;Z;;M;;;D;;L;;$,Sg:n:1,2:M:ht|"
300,300,C(#N)C(C(Cl)(Cl)Cl)OC(=O)N |$;;;;;B1;;M4;;;$|
301,301,"CC1CCN(C(=O)O1)N.CC |$G;;;;;;;;;;R09$,m:9:1.7.5.4.3.2|"
302,302,"C[C@H]1[C@@]2(O[C@@H]([C@](C1(C#N)C#N)(C(=N)O2)C#N)C(C)C)C.CC |$;;;;;;;;;;;;;E0;E1;;;;;;;R$,m:20:3.4.5.11.13.2|"
303,303,"C[C@@H]1C[C@@H](C(=C)[C@@H](O1)O)N(C)C.CC |$;;;;;;G;;;;;;;R$,m:12:1.7.6.4.3.2|"
304,304,"C[C@@H]1C([C@@H](CO1)O)O.CC(=S)C(=O)O |$;;;;;;W;;;;;;;$,m:8:1.2.3.4.5|"
305,305,"CC1(COCCCOC1)C.CC |$;;;;;M;;;;;;R$,m:10:1.8.7.6.5.4.3.2,Sg:n:9:R:ht|"
306,306,"COC1[C@H](CCCO1)O.CC(=O)N(C)N(C)C |$;;;J3;;;;;;;;;;;;;$,m:9:2.7.6.5.4.3,Sg:n:4:Z:ht|"
307,307,"CC1=C(OC=C1)C=NC.CC(C)=NN(C)C |$;;;;;;;;Z;;;;;;;$,m:9:1.2.3.4.5|"
308,308,C1=COC=C1C(=O)C#N |$;Q;;;;;;;$|
309,309,"CCOC(=O)C(C)NC1(CCCC1)C.CC |$;;;;;;;T;;T;;;;;;R4$,m:14:8.9.10.11.12,Sg:n:5:f:ht,Sg:n:10:Z:ht|"
310,310,CC12CC3C(O1)C(C2I)NS3(=O)=O |$G8;;;;;;;;;;K;;$|
311,311,"CC1=C(C(=O)OC1)C.CC |$;;;;;;;;;A$,m:8:1.2.3.5.6|"
312,312,"CC1=C(C(=O)N2C=CSC2=N1)OC.CC |$;;;;E;;;;;;;;;;R65$,m:13:1.10.9.5.3.2|"
313,313,C1CCOC1 |$;W7;;;$|
314,314,"CC1=C[C@H]([C@H]2[C@@]1(OC(=O)[C@@H]2CO)CO)O.CC(=NO)N(C)C |$;G4;;;;;;;Y;;;;;;;;;;;;;$,m:15:6.5.4.9.7|"
315,315,COC1=C(C=CC(=O)C1)C(=O)O |$;;;;;;V9;K4;;;;$|
316,316,"C[C@]12C[C@H]([C@H](C[C@@H]1O)C(O2)(C)C)O.CC |$Y4;;;;;;;;;;;;;;R$,m:13:2.3.4.5.6.1|"
317,317,C1COCCN1C(N)P(=O)(O)O |$;;;;;E1;;A5;;;;Y$|
318,318,C1C2C(C(=O)O2)OO1 |$Z4;;;;;J7;;$|
319,319,"C1CC(COC1)(C2CC2)N.CC.CC |$;;;;;;;Q;U1;;;R74;;R$,m:10:0.5.4.3.2.1,m:12:7.6.8,Sg:n:0:j:ht,Sg:n:9:t:ht|"
320,320,"C1C[C@H]2C=C[C@H]1C3=C2C(=O)OC3=O.CC |$;;;;;;;;;;;;V;;T$,m:13:0.5.4.3.2.1,Sg:n:6:b:ht|"
321,321,"C1CC1NC2(COCCOC2)C(=O)N.COB(C)O.COC(C)=NN |$;;;;;X;;;;;;;;Z5;;;;;;;;;;;$,m:14:0.1.2,m:19:5.4.10.9.8.7.6,Sg:n:9:v:ht|"
322,322,"COC1=NC=C[C-]=C1.CN=C(C)ON=C(C)C |$;T3;K;;;;;Z4;;;;;;;;;$,m:8:2.7.6.5.4.3,Sg:n:2:C:ht|"
323,323,CC(OCC(=C)C)OP(=O)([O-])[O-] |$;B5;;;;B;;;;;G;$|
324,324,"C1C(=CC(=O)O)C(=O)OC1=O.CNN=C(C)N=C(C)C |$;;;;;;;;;;;;;;;;;;;$,m:11:0.1.6.8.9|"
325,325,"C1C2=C(C=CC=C2Br)C=CO1.CC=NN(C)C(C)=O |$;;;;;;;;;;;;;;;;;;$,m:11:0.10.9.8.2.1|"
326,326,"C1CC12CC3(C[C@@H]3O)OCC2=O.CC |$E6;;;;X7;;;;;;;;;Z7$,m:12:5.4.6,Sg:n:9:b:ht|"
327,327,"CN1C=C(C(=N1)C2CC2)OC=O |$;;;;;;;;;;;$,Sg:n:1:H:ht|"
328,328,"CC(=O)CC1CCOC1=O.CC |$;K;;;;;;;;;;K6$,m:10:4.5.6.7.8|"
329,329,CC=C(C)C(=O)C(=O)OC |$T2;;;;;;;;;Z5$|
330,330,COC(=O)CN1CCNCC1 |$;;;;;;;A;;;$|
331,331,"CC(=O)C(C1=COC=CO1)C(=O)C |$;;;;;;;;;;;;$,Sg:n:3:c:ht|"
332,332,"CCN(CC)C(C1CO1)Cl.CN(C)C(C)(C)O |$;;;;;;;;;;;;;;;;$,m:10:6.7.8|"
333,333,"C/C(=C\C1OCCO1)/CBr |$;;;;;;;;;$,Sg:n:2:z:ht|"
334,334,CC(CC(OC)(OC)[SiH3])N=C=O |$;;;;A3;;;;A;;;$|
335,335,"CCOC1=CC=CCN1.CS(N)=O |$;V3;;;;;;;;;;;$,m:9:3.8.7.6.5.4|"
336,336,"C/C(=C(/C1=NCCC1)\C(=O)OC)/O.CC |$;;;;;;;;;;;M1;;;R$,m:13:3.4.5.6.7|"
337,337,"C[C@H]1CC2(CCC(=O)N1)OCCO2.CNO |$Y5;;;;;Q9;;;;;W;;;;;$,m:13:9.3.12.11.10,Sg:n:9:V:ht|"
338,338,CC(OC(=O)C=C)Cl |$G;;;;;Q;;V5$|
339,339,"C1COC2=C(C1(CO)N)C=CC=C2Br.CC |$;W;;;;;;;Z9;;W1;;;K7;;R$,m:14:9.10.11.12.3.4,Sg:n:2:s:ht|"
340,340,"CC1COCC1OS.CC |$;K4;;;J;;;;;Y$,m:8:1.2.3.4.5|"
341,341,CC(=O)NC1CSCC1OC(=O)C |$;;;;;;;;;A0;;;$|
342,342,"CCC1(CNC2(CCCC2)CO1)C.CC.CB=O |$;;;;Z;;;;;;A6;;G;;Y85;;;$,m:13:2.11.10.5.4.3,m:15:6.5.9.8.7,Sg:n:5:w:ht|"
343,343,COC1=C(C=CC(=C1)Br)CN |$;;;;;;W7;;;;$|
344,344,"C=CCC1(CCCCO1)O.CP(=O)(O)O |$;B;;;;;;;;;;;;;$,m:10:3.8.7.6.5.4|"
345,345,"CC1CCOCC1.CC |$;;;;;;;;A4$,m:7:1.6.5.4.3.2,Sg:n:5:J:ht|"
346,346,"C1CC2=C(OC1)ON=C2 |$;;;;;;;W1;$,Sg:n:2:e:ht|"
347,347,"CCC1(CNCC(O1)(C)C(F)(F)F)C.C=NN(C)N=C(C)C |$;;;;;K;;;;A7;;;Y5;;;;;;;;;$,m:14:2.7.6.5.4.3|"
348,348,"C1COC=CN1C(=O)N.CSC#N |$;;;;;;;Z4;;;;;$,m:9:0.5.4.3.2.1|"
349,349,"C1COCCO1 |$;;;;;$,Sg:n:3:Y:ht|"
350,350,"C1CCOC(C1)N2C(C=CN2)CO.CC.CC |$;;;;;;;;;;;;;;R;;R69$,m:13:0.5.4.3.2.1,m:15:7.6.10.9.8,Sg:n:10:Q:ht,Sg:n:7:a:ht,Sg:n:1:d:ht|"
351,351,"CC1(CNC1)OCC(=C)Br |$;;;;;;;;;$,Sg:n:9:m:ht|"
352,352,"CC(C)(C)C(C1COCCN1)N |$;;;;;;;;;;;$,Sg:n:10:h:ht,Sg:n:9:z:ht|"
353,353,"CNC(=O)OCC(N)O |$W;W0;W1;;;;;;Z4$,Sg:n:7:c:ht|"
354,354,"CC(C)(C)OC(C)(C)[C@@H]1CO1.CC |$;;J;;;;;;;;;;R03$,m:11:8.9.10|"
355,355,"C1CC(NC1)C2(COC2)C3=CC(=CS3)Br.CN(C)C(C)(C)O.CC.CC |$V;;;;;;;;;;;Q9;;;;;;;;;;;;Y;;R$,m:15:0.1.2.3.4,m:22:6.7.8.5,m:24:10.9.13.12.11|"
356,356,"CC1(O[C@H]2C(O1)COC2=O)C.CN(C)C=S.CC |$;;;;;;;A;;;;;;;;;;T16$,m:11:1.2.3.4.5,m:16:6.4.3.8.7,Sg:n:4:F:ht|"
357,357,"CC1C2CCC(=CC2CO1)C.CC |$;;;;;U;Y1;;;;;;R0$,m:11:3.4.5.6.7.2,Sg:n:7:S:ht|"
358,358,"CC(C1=CC=CC=C1C(CN)O)OC.CC |$;;;;;;;;;;;;;;;R$,m:14:2.7.6.5.4.3|"
359,359,"CCO/C(=C\P)/[O-] |$;;;T2;;;$,Sg:n:4:n:ht|"
360,360,"C1C(C(=O)C2=C(O1)C=CC=C2I)Br.CN=S(C)(C)=N |$;;;U;;;;;G;;;;;;;;;;$,m:13:0.6.5.4.2.1,Sg:n:8:R:ht|"
361,361,"CC1(NC2(CC3CCC2C3)CO1)C.CC |$;;;;;;;;;;;;;;R9$,m:13:4.3.8.9.5,Sg:n:5:K:ht,Sg:n:8:N:ht|"
362,362,"C1C(C2C(O2)CO1)CO.CC |$;D5;;;;;;;;;J$,m:9:0.6.5.3.2.1|"
363,363,"CC[C@H]1[C@H]2[C@H](CC[C@@](O1)(O2)C)O |$;;;;;D9;;;;;;$,Sg:n:2:b:ht|"
364,364,"COC1[C@@H]2CC3C[C@H]1CC(C2)(C3)Cl |$;;;;;;;;;;;E2;$,Sg:n:9:H:ht,Sg:n:1:N:ht|"
365,365,C[C@@](C1CCCCC1)(C(=O)N)OC |$;;;;;;;;;U4;;;$|
366,366,"C1C=C2C=CC3=CC=CC3=C2C(=O)O1.CN=C(NC)NSC |$;G;;;;;;;;;;;;;;;;;;;;$,m:14:6.5.9.8.7|"
367,367,"CC1=C2C(=CC=C1)NC(=O)CO2.CC |$;;Q9;;;;;;D0;;L;;;V6$,m:12:7.8.10.11.2.3|"
368,368,"CC(C)N1COCC1=C |$;;;;;;;;$,Sg:n:0:J:ht|"
369,369,"CC(C)C1(CCOC1)OC |$;;;;;;;;;$,Sg:n:1:m:ht|"
370,370,"CC1([C@@H]2C[C@H]1C3C(C2)O3)C.CN(C)P.CC(=N)N(C)C |$;;;;;D;;;Z;;;;;;;;;;;$,m:10:7.2.1.4.5.6,m:14:7.2.3.4.5.6|"
371,371,"C1CC(C2=C1OC=C2)(CN)O.CNC(C)=NOC |$;J2;;;;;;;;;;;;;;;;$,m:11:5.4.3.7.6|"
372,372,"CC1CC1C2=C(N=CO2)CN.CC |$;;;;;M;;;;;;;R8$,m:11:1.2.3|"
373,373,"C#CC1=CC(=CC2=C1OCCC2)F.COP(=S)(OC)SC |$;;;;;;;;;;;;;;;;;;;;$,m:13:2.7.6.5.4.3|"
374,374,COC(=[18O])C1=CC=CC=C1CBr |$;;;G7;;;;;;;;$|
375,375,CC(=O)C(C(=O)C)OC=O |$;;;;;;M;;;$|
376,376,C1C(=O)NC2=C(O1)N=NC=C2 |$;;;;;;;;;D;$|
377,377,"COC1=CC=CC2=C1N=CC=C2.CC |$;;;;;;;;W3;;;;;R49$,m:12:8.9.10.11.6.7|"
378,378,"CC1(CCC12CNC(=O)O2)C.CC.CC |$;;;;;;;;;;;;V57;;R60$,m:11:1.4.3.2,m:13:5.4.9.7.6,Sg:n:1:g:ht|"
379,379,CCOC(C(=O)C1CC1)C(C)(C)C |$X;K;;;;;;;;;;;$|
380,380,"CS(=O)NC1(CCOCC1)C(=O)O |$;;;;;;;;;;;;$,Sg:n:6:w:ht|"
381,381,CC(C(=O)N)NC1(CCOC1)C |$;;;A;;;;;;;;$|
382,382,CC(C(C(=O)C)C(=O)OC)[O-] |$;;;;;;;;;;D$|
383,383,"CCC1=C(C=C(C=C1)F)OC=O.CNN(C)N |$;;;;;;;;;;;;;;;;$,m:12:2.7.6.5.4.3|"
384,384,"COC1=C(C=C(C=C1)F)S(=O)O.CC |$;;;;;;;;;;;;;X00$,m:12:2.7.6.5.4.3|"
385,385,"CCC[C@H]1[C@H](CO[C@H]1OC)O.CPC |$;;;;;;;;;;Q3;;;$,m:11:3.4.5.6.7,Sg:n:1,2:d:ht|"
386,386,"CCOC(=O)OCC |$;;;;;;;$,Sg:n:3:d:ht|"
387,387,"CC1CS/C(=N/O)/O1 |$;;;Y8;;V6;;$,Sg:n:3:W:ht|"
388,388,"C[C@H]1[C@H]2C=CC[C@H]2C(=O)O1.CN(N)[N+](=O)[O-] |$;;;;;;;;;;;;;;;$,m:10:1.2.6.7.9|"
389,389,"CC1C2CCOCC2=NO1.CC |$G8;;U;;;;;;;E;;L90$,m:10:3.4.5.6.7.2,Sg:n:6:c:ht,Sg:n:2:T:ht|"
390,390,"CCCC(C)C(C(=O)C)OCC |$;;;;;;;U;;;;$,Sg:n:8:O:ht,Sg:n:1,2:v:ht|"
391,391,"COC(=O)C12CCN(C1)CCC2=O.CC=NC(N)=O.CNP(O)O |$;V;;;;;;;;;;W;;;;;;;;;;;;$,m:13:5.4.8.7.6,m:19:9.10.11.4.8.7,Sg:n:7:b:ht|"
392,392,"CC1=NN2C=CN=C2C=C1OC.CP |$;;;;;;;;;;;;;$,m:12:4.3.7.6.5|"
393,393,"C1COC[C@@H]2[C@@H]1O2.CC |$G;;;;;;;;R94$,m:7:6.5.4|"
394,394,CC(=O)C(C1=CN=CC=C1)OC |$;;;;M;;;;;;;$|
395,395,"CN1C=CC=C1[C@@]23CCC(C[C@@H]2O3)(F)F.CC(C)=NN(C)C(=O)O |$;;;;;;;;;;;;;;;;;;;;;;;$,m:15:1.2.3.4.5|"
